37.1,,  2570,    258,      0,   4501,   2236,   9259,   8644,  51562,  35233,  54072,  16084,      1,   2827,
37.1,,  2570,    258,      0,   5286,   2251,   9668,   8617,  51562,  35233,  54072,  16084,     13,   2827,
37.1,,  2570,    258,      0,   5278,   2249,   9664,   8622,  51562,  35233,  54072,  16084,     14,   2827,
37.1,,  2570,    258,      0,   5264,   2251,   9659,   8619,  51562,  35233,  54072,  16084,     15,   2827,
37.1,,  2570,    258,      0,   5264,   2253,   9659,   8615,  51562,  35233,  54072,  16084,     16,   2827,
37.1,,  2570,    258,      0,   5264,   2253,   9656,   8614,  51562,  35233,  54072,  16084,     17,   2827,
37.1,,  2570,    258,      0,   5255,   2253,   9655,   8613,  51562,  35233,  54072,  16084,     18,   2827,
37.1,,  2570,    258,      0,   5255,   2254,   9652,   8610,  51562,  35233,  54072,  16084,     19,   2827,
37.1,,  2570,    258,      0,   5264,   2253,   9656,   8613,  51562,  35233,  54072,  16084,     20,   2827,
37.1,,  2570,    258,      0,   5271,   2257,   9661,   8604,  51562,  35233,  54072,  16084,     21,   2827,
37.1,,  2570,    258,      0,   5271,   2257,   9662,   8607,  51562,  35233,  54072,  16084,     22,   2827,
37.1,,  2570,    258,      0,   5271,   2257,   9662,   8606,  51562,  35233,  54072,  16084,     23,   2827,
37.1,,  2570,    258,      0,   5264,   2257,   9658,   8605,  51562,  35233,  54072,  16084,     24,   2827,
37.1,,  2570,    258,      0,   5255,   2260,   9652,   8602,  51562,  35233,  54072,  16084,     25,   2827,
37.1,,  2570,    258,      0,   5255,   2260,   9652,   8600,  51562,  35233,  54072,  16084,     26,   2827,
37.1,,  2570,    258,      0,   5271,   2263,   9661,   8594,  51562,  35233,  54072,  16084,     27,   2827,
37.1,,  2570,    258,      0,   5278,   2263,   9665,   8592,  51562,  35233,  54072,  16084,     28,   2827,
37.1,,  2570,    258,      0,   5286,   2266,   9669,   8591,  51562,  35233,  54072,  16084,     29,   2827,
37.1,,  2570,    258,      0,   5278,   2266,   9666,   8588,  51562,  35233,  54072,  16084,     30,   2827,
37.1,,  2570,    258,      0,   5264,   2269,   9657,   8583,  51562,  35233,  54072,  16084,     31,   2827,
37.1,,  2570,    258,      0,   5249,   2269,   9651,   8583,  51562,  35233,  54072,  16084,     32,   2827,
37.1,,  2570,    258,      0,   5255,   2269,   9652,   8583,  51562,  35233,  54072,  16084,     33,   2827,
37.1,,  2570,    258,      0,   5264,   2272,   9658,   8579,  51562,  35233,  54072,  16084,     34,   2827,
37.1,,  2570,    258,      0,   5255,   2272,   9654,   8577,  51562,  35233,  54072,  16084,     35,   2827,
37.1,,  2570,    258,      0,   5271,   2275,   9660,   8575,  51562,  35233,  54072,  16084,     36,   2827,
37.1,,  2570,    258,      0,   5271,   2276,   9660,   8571,  51562,  35233,  54072,  16084,     37,   2827,
37.1,,  2570,    258,      0,   5264,   2278,   9659,   8565,  51562,  35233,  54072,  16084,     38,   2827,
