24.6,   2570,    258,      0,   2822,   2230,   8455,   8657,   6389,  55710,   7868,  42405,      1,   2827,
24.6,   2570,    258,      0,   2133,   2232,   8148,   8653,   6389,  55710,   7868,  42405,     12,   2827,
24.6,   2570,    258,      0,   2115,   2234,   8141,   8651,   6389,  55710,   7868,  42405,     13,   2827,
24.6,   2570,    258,      0,   2124,   2234,   8147,   8651,   6389,  55710,   7868,  42405,     14,   2827,
24.6,   2570,    258,      0,   2115,   2234,   8140,   8648,   6389,  55710,   7868,  42405,     15,   2827,
24.6,   2570,    258,      0,   2124,   2236,   8146,   8644,   6389,  55710,   7868,  42405,     16,   2827,
24.6,   2570,    258,      0,   2124,   2234,   8144,   8651,   6389,  55710,   7868,  42405,     17,   2827,
24.6,   2570,    258,      0,   2106,   2236,   8137,   8646,   6389,  55710,   7868,  42405,     18,   2827,
24.6,   2570,    258,      0,   2106,   2234,   8137,   8649,   6389,  55710,   7868,  42405,     19,   2827,
24.6,   2570,    258,      0,   2106,   2236,   8136,   8646,   6389,  55710,   7868,  42405,     20,   2827,
24.6,   2570,    258,      0,   2106,   2236,   8137,   8644,   6389,  55710,   7868,  42405,     21,   2827,
24.6,   2570,    258,      0,   2106,   2236,   8138,   8646,   6389,  55710,   7868,  42405,     22,   2827,
24.6,   2570,    258,      0,   2106,   2236,   8139,   8644,   6389,  55710,   7868,  42405,     23,   2827,
24.6,   2570,    258,      0,   2115,   2238,   8140,   8642,   6389,  55710,   7868,  42405,     24,   2827,
24.6,   2570,    258,      0,   2097,   2238,   8132,   8643,   6389,  55710,   7868,  42405,     25,   2827,
24.6,   2570,    258,      0,   2097,   2236,   8135,   8644,   6389,  55710,   7868,  42405,     26,   2827,
24.6,   2570,    258,      0,   2097,   2236,   8133,   8645,   6389,  55710,   7868,  42405,     27,   2827,
24.6,   2570,    258,      0,   2106,   2238,   8138,   8641,   6389,  55710,   7868,  42405,     28,   2827,
24.6,   2570,    258,      0,   2088,   2241,   8131,   8636,   6389,  55710,   7868,  42405,     29,   2827,
24.6,   2570,    258,      0,   2097,   2238,   8135,   8640,   6389,  55710,   7868,  42405,     30,   2827,
24.6,   2570,    258,      0,   2097,   2241,   8133,   8636,   6389,  55710,   7868,  42405,     31,   2827,
24.6,   2570,    258,      0,   2097,   2243,   8133,   8635,   6389,  55710,   7868,  42405,     32,   2827,
24.6,   2570,    258,      0,   2088,   2243,   8131,   8635,   6389,  55710,   7868,  42405,     33,   2827,
24.6,   2570,    258,      0,   2097,   2243,   8132,   8633,   6389,  55710,   7868,  42405,     34,   2827,
24.6,   2570,    258,      0,   2088,   2243,   8128,   8633,   6389,  55710,   7868,  42405,     35,   2827,
24.6,   2570,    258,      0,   2097,   2245,   8133,   8630,   6389,  55710,   7868,  42405,     36,   2827,
24.6,   2570,    258,      0,   2077,   2243,   8127,   8633,   6389,  55710,   7868,  42405,     37,   2827,
