65.8,   2570,    258,      0,  39211,   2429,    936,   8279,  36121,  24990,  59468,  24152,      1,   2827,
65.8,   2570,    258,      0,  45243,   2460,   2012,   8218,  36121,  24990,  59468,  24152,     16,   2827,
65.8,   2570,    258,      0,  45200,   2464,   2006,   8211,  36121,  24990,  59468,  24152,     17,   2827,
65.8,   2570,    258,      0,  45137,   2464,   1995,   8210,  36121,  24990,  59468,  24152,     18,   2827,
65.8,   2570,    258,      0,  45137,   2467,   1992,   8204,  36121,  24990,  59468,  24152,     19,   2827,
65.8,   2570,    258,      0,  45095,   2468,   1984,   8200,  36121,  24990,  59468,  24152,     20,   2827,
65.8,   2570,    258,      0,  45095,   2470,   1986,   8196,  36121,  24990,  59468,  24152,     21,   2827,
65.8,   2570,    258,      0,  45137,   2477,   1995,   8187,  36121,  24990,  59468,  24152,     22,   2827,
65.8,   2570,    258,      0,  45243,   2478,   2014,   8182,  36121,  24990,  59468,  24152,     23,   2827,
65.8,   2570,    258,      0,  45221,   2484,   2009,   8174,  36121,  24990,  59468,  24152,     24,   2827,
65.8,   2570,    258,      0,  45200,   2487,   2005,   8165,  36121,  24990,  59468,  24152,     25,   2827,
65.8,   2570,    258,      0,  45074,   2492,   1980,   8158,  36121,  24990,  59468,  24152,     26,   2827,
65.8,   2570,    258,      0,  44968,   2492,   1962,   8156,  36121,  24990,  59468,  24152,     27,   2827,
65.8,   2570,    258,      0,  44925,   2495,   1952,   8149,  36121,  24990,  59468,  24152,     28,   2827,
65.8,   2570,    258,      0,  44882,   2501,   1944,   8143,  36121,  24990,  59468,  24152,     29,   2827,
65.8,   2570,    258,      0,  44862,   2502,   1943,   8139,  36121,  24990,  59468,  24152,     30,   2827,
65.8,   2570,    258,      0,  44882,   2504,   1946,   8134,  36121,  24990,  59468,  24152,     31,   2827,
65.8,   2570,    258,      0,  44905,   2506,   1950,   8128,  36121,  24990,  59468,  24152,     32,   2827,
65.8,   2570,    258,      0,  44882,   2511,   1945,   8122,  36121,  24990,  59468,  24152,     33,   2827,
65.8,   2570,    258,      0,  44905,   2515,   1948,   8114,  36121,  24990,  59468,  24152,     34,   2827,
65.8,   2570,    258,      0,  44841,   2519,   1939,   8107,  36121,  24990,  59468,  24152,     35,   2827,
65.8,   2570,    258,      0,  44841,   2522,   1936,   8100,  36121,  24990,  59468,  24152,     36,   2827,
65.8,   2570,    258,      0,  44777,   2525,   1927,   8094,  36121,  24990,  59468,  24152,     37,   2827,
65.8,   2570,    258,      0,  44777,   2528,   1925,   8088,  36121,  24990,  59468,  24152,     38,   2827,
65.8,   2570,    258,      0,  44819,   2530,   1935,   8084,  36121,  24990,  59468,  24152,     39,   2827,
65.8,   2570,    258,      0,  44947,   2538,   1957,   8070,  36121,  24990,  59468,  24152,     40,   2827,
65.8,   2570,    258,      0,  44989,   2540,   1966,   8064,  36121,  24990,  59468,  24152,     41,   2827,
