2.9,,  2570,    258,      0,   3269,   2226,   8657,   8666,   3786,  54686,  49558,  16600,      1,   2827,
2.9,,  2570,    258,      0,   2022,   2201,   8100,   8713,   3786,  54686,  49558,  16600,     16,   2827,
2.9,,  2570,    258,      0,   2013,   2201,   8099,   8714,   3786,  54686,  49558,  16600,     17,   2827,
2.9,,  2570,    258,      0,   2013,   2198,   8099,   8720,   3786,  54686,  49558,  16600,     18,   2827,
2.9,,  2570,    258,      0,   2013,   2196,   8098,   8724,   3786,  54686,  49558,  16600,     19,   2827,
2.9,,  2570,    258,      0,   2022,   2193,   8100,   8728,   3786,  54686,  49558,  16600,     20,   2827,
2.9,,  2570,    258,      0,   2022,   2191,   8101,   8734,   3786,  54686,  49558,  16600,     21,   2827,
2.9,,  2570,    258,      0,   2031,   2191,   8104,   8735,   3786,  54686,  49558,  16600,     22,   2827,
2.9,,  2570,    258,      0,   2031,   2187,   8106,   8740,   3786,  54686,  49558,  16600,     23,   2827,
2.9,,  2570,    258,      0,   2041,   2187,   8108,   8742,   3786,  54686,  49558,  16600,     24,   2827,
2.9,,  2570,    258,      0,   2031,   2183,   8106,   8748,   3786,  54686,  49558,  16600,     25,   2827,
2.9,,  2570,    258,      0,   2031,   2183,   8107,   8750,   3786,  54686,  49558,  16600,     26,   2827,
2.9,,  2570,    258,      0,   2041,   2179,   8108,   8757,   3786,  54686,  49558,  16600,     27,   2827,
2.9,,  2570,    258,      0,   2041,   2179,   8110,   8759,   3786,  54686,  49558,  16600,     28,   2827,
2.9,,  2570,    258,      0,   2041,   2174,   8111,   8764,   3786,  54686,  49558,  16600,     29,   2827,
2.9,,  2570,    258,      0,   2041,   2174,   8108,   8764,   3786,  54686,  49558,  16600,     30,   2827,
2.9,,  2570,    258,      0,   2060,   2174,   8117,   8767,   3786,  54686,  49558,  16600,     31,   2827,
2.9,,  2570,    258,      0,   2050,   2170,   8115,   8773,   3786,  54686,  49558,  16600,     32,   2827,
2.9,,  2570,    258,      0,   2060,   2168,   8116,   8777,   3786,  54686,  49558,  16600,     33,   2827,
2.9,,  2570,    258,      0,   2060,   2165,   8116,   8781,   3786,  54686,  49558,  16600,     34,   2827,
2.9,,  2570,    258,      0,   2050,   2165,   8113,   8782,   3786,  54686,  49558,  16600,     35,   2827,
2.9,,  2570,    258,      0,   2060,   2160,   8117,   8793,   3786,  54686,  49558,  16600,     36,   2827,
2.9,,  2570,    258,      0,   2060,   2160,   8117,   8793,   3786,  54686,  49558,  16600,     37,   2827,
2.9,,  2570,    258,      0,   2068,   2155,   8123,   8801,   3786,  54686,  49558,  16600,     38,   2827,
2.9,,  2570,    258,      0,   2060,   2155,   8119,   8802,   3786,  54686,  49558,  16600,     39,   2827,
2.9,,  2570,    258,      0,   2068,   2154,   8122,   8806,   3786,  54686,  49558,  16600,     40,   2827,
